vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment,review_comment
(CVE-2026-57432|CVE-2026-13221|CVE-2026-8376),True,perl,,.*-env,,,Build-environment artifact: scanner component is a Perl env output; real Perl runtime rows remain active for these CVEs.,
(CVE-2026-57432|CVE-2026-13221|CVE-2026-8376),True,perl,,.*-binlore,,,Generated buildtime-only artifact: binlore output is present with build-time scanning but absent from the runtime closure scan.,
(CVE-2026-55655|CVE-2026-55654|CVE-2026-55653|CVE-2026-3497|CVE-2014-9278|CVE-2008-3844),True,openssh,10.5p1,,,,"Downstream/product mismatch: the record applies to Red Hat/Ubuntu-specific packages or patches, not upstream Nixpkgs OpenSSH.",
(CVE-2026-44777|CVE-2026-39979|CVE-2026-33948),True,jq,,1\.8\.(?:[2-9]|[1-9][0-9]+)(?:-binlore)?,,,False positive: jq 1.8.2+ includes the upstream fixes for these exact CVEs; binlore rows are generated build-time artifacts.,
(CVE-2026-42505|CVE-2026-42501|CVE-2026-42499|CVE-2026-39836|CVE-2026-39826|CVE-2026-39825|CVE-2026-39823|CVE-2026-39822|CVE-2026-39820|CVE-2026-39819|CVE-2026-39817|CVE-2026-33814),True,go,,1\..*-bootstrap,,,Build-time bootstrap artifact: Go bootstrap toolchain derivations are build-closure-only artifacts; non-bootstrap Go rows remain active.,
(CVE-2026-33811|CVE-2026-32289|CVE-2026-32288|CVE-2026-32283|CVE-2026-32282|CVE-2026-32281|CVE-2026-32280|CVE-2026-27144|CVE-2026-27143|CVE-2026-27142|CVE-2026-27140|CVE-2026-27139),True,go,,1\..*-bootstrap,,,Build-time bootstrap artifact: Go bootstrap toolchain derivations are build-closure-only artifacts; non-bootstrap Go rows remain active.,
CVE-2026-25679,True,go,,1\..*-bootstrap,,,Build-time bootstrap artifact: Go bootstrap toolchain derivations are build-closure-only artifacts; non-bootstrap Go rows remain active.,
(CVE-2026-42010|CVE-2026-42009|CVE-2026-33845|CVE-2026-3833|CVE-2026-3832|CVE-2026-1584|CVE-2025-32990|CVE-2025-32989),True,gnutls,,3\.8\.(?:1[3-9]|[2-9][0-9]).*,,,False positive: scanner package-version data marks GnuTLS 3.8.13+ outside the affected range for these exact CVEs.,
(CVE-2026-41992|CVE-2026-41991|CVE-2022-1271|CVE-2010-0001|CVE-2009-2624|CVE-2005-1228|CVE-2005-0988|CVE-2005-0758|CVE-2004-1349|CVE-2004-0603|CVE-2003-0367|CVE-2001-1228),True,gzip,,1\.2\..*,,,Build-time bootstrap artifact: gzip 1.2.x bootstrap derivations are build-closure-only artifacts; current gzip rows remain active separately.,
(CVE-2026-41988|CVE-2026-41907),True,uuid,,1\..*,,,"Incorrect package: CVEs affect uuidjs/uuid, not the Rust uuid crate.",
(CVE-2026-30838|CVE-2019-10010),True,commonmark,,0\..*,,,"Incorrect package: CVEs affect PHP league/commonmark, not the Haskell commonmark package.",
CVE-2026-27820,True,zlib,,1\..*,,,"Incorrect package: CVE affects Ruby zlib extension, not the scanned zlib component.",
CVE-2026-27820,True,zlib,,0\..*,,,"Incorrect package: CVE affects Ruby zlib extension, not the scanned zlib component.",
(CVE-2026-26056|CVE-2026-26055),True,yoke,,0\..*,,,"Incorrect package: CVEs affect yokecd/Yoke ATC, not the Rust yoke crate.",
(CVE-2026-24450|CVE-2026-21413|CVE-2026-20911|CVE-2026-20884),True,libraw,,0\.22\.(?:[1-9]|[1-9][0-9]+).*,,,False positive: LibRaw 0.22.1+ contains the upstream fix commits for these exact CVEs.,
(CVE-2026-22184|CVE-2023-45853|CVE-2023-6992|CVE-2022-37434|CVE-2002-0059),True,zlib,,0\..*,,,"Incorrect package: CVEs affect C zlib or Cloudflare zlib fork, not the Haskell zlib package.",
CVE-2026-21444,True,libtpms,,0\.10\.(?:[2-9]|[1-9][0-9]+).*,,,"False positive: affected range is >=0.10.0,<0.10.2; scanned snapshot is based on 0.10.2 or newer.",
(CVE-2026-19672|CVE-2026-18503|CVE-2026-17084|CVE-2026-15806|CVE-2026-15310|CVE-2026-15308|CVE-2026-12003|CVE-2026-11972|CVE-2026-11940|CVE-2026-9669|CVE-2026-8328|CVE-2026-7774),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2026-7210|CVE-2026-6879|CVE-2026-6100|CVE-2026-6019|CVE-2026-4786|CVE-2026-4519|CVE-2026-4360|CVE-2026-4224|CVE-2026-3644|CVE-2026-3479|CVE-2026-3446|CVE-2026-3298),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2026-3276|CVE-2026-3087|CVE-2026-2297|CVE-2026-1502|CVE-2026-1299|CVE-2026-0865|CVE-2026-0864|CVE-2026-0672|CVE-2025-49714|CVE-2025-15367|CVE-2025-15366|CVE-2025-15282),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2025-13837|CVE-2025-13836|CVE-2025-13462|CVE-2025-12781|CVE-2025-12084|CVE-2025-11468|CVE-2025-8291|CVE-2025-8194|CVE-2025-6075|CVE-2025-6069|CVE-2025-4517|CVE-2025-4516),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2025-4435|CVE-2025-4330|CVE-2025-4138|CVE-2025-1795|CVE-2025-0938|CVE-2024-50602|CVE-2024-49050|CVE-2024-12718|CVE-2024-11168|CVE-2024-9287|CVE-2024-8088|CVE-2024-7592),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2024-6923|CVE-2024-6232|CVE-2024-5642|CVE-2024-4032|CVE-2024-4030|CVE-2024-3220|CVE-2024-3219|CVE-2024-0450|CVE-2024-0397|CVE-2023-40217|CVE-2023-36632|CVE-2023-27043),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2023-24329|CVE-2023-6597|CVE-2022-48566|CVE-2022-48565|CVE-2022-48564|CVE-2022-48560|CVE-2022-45061|CVE-2022-26488|CVE-2022-0391|CVE-2021-23336|CVE-2021-3733|CVE-2021-3177),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2017-18207|CVE-2017-17522|CVE-2015-5652|CVE-2007-4559),True,python,,2\..*,,,Build-time bootstrap artifact: Python 2.x derivations are build-closure-only artifacts and absent from the runtime closure scan.,
(CVE-2026-8643|CVE-2023-5752|CVE-2021-3572),True,pip,,.*-source,,,No target impact: scanned component is a fetched pip source artifact in the build-time graph rather than a target runtime package.,
(CVE-2026-6845|CVE-2026-6844|CVE-2026-4647|CVE-2026-3442|CVE-2026-3441),True,binutils,,2\.(?:4[7-9]|[5-9][0-9])(?:\..*)?,,,False positive: Binutils 2.47 or newer in the 2.x line is past the 2.46/2.46.1 affected/fixed line for this CVE set.,
(CVE-2026-6791|CVE-2026-6368|CVE-2026-6238|CVE-2026-5928|CVE-2026-5450|CVE-2026-5435|CVE-2026-4438|CVE-2026-4437|CVE-2026-4046|CVE-2026-0915|CVE-2026-0861|CVE-2025-15281),True,glibc,2.42-84,,,,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.,
(CVE-2025-8058|CVE-2025-5745|CVE-2025-5702|CVE-2019-1010025|CVE-2019-1010024|CVE-2019-1010023|CVE-2019-1010022|CVE-2010-4756),True,glibc,2.42-84,,,,False positive: Nixpkgs glibc 2.42-84 carries the 2.42 master backport patch set covering these reported CVEs.,
(CVE-2026-6238|CVE-2026-5928|CVE-2026-5450|CVE-2026-5435|CVE-2026-4438|CVE-2026-4437|CVE-2026-4046|CVE-2025-15281),True,glibc,2.42-84-source-unsecvars,,,,Build-time source artifact for the patched Nixpkgs glibc 2.42-84 package; suppress duplicate glibc noise.,
(CVE-2026-5807|CVE-2025-6037|CVE-2025-6014|CVE-2025-6011|CVE-2025-4166|CVE-2024-8365|CVE-2024-2048|CVE-2023-25000|CVE-2023-24999|CVE-2023-6337|CVE-2023-2121|CVE-2023-0665),True,vault,,0\..*,,,"Incorrect package: CVEs affect Vault server products, not the Haskell vault package.",
(CVE-2023-0620|CVE-2022-41316|CVE-2021-41802|CVE-2021-38554|CVE-2021-27400|CVE-2021-3024),True,vault,,0\..*,,,"Incorrect package: CVEs affect Vault server products, not the Haskell vault package.",
CVE-2026-5201,True,gdk-pixbuf,2.44.7,,,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.,
(CVE-2026-4775|CVE-2023-52356|CVE-2023-6277|CVE-2023-6228),True,libtiff,,4\.7\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: scanner package-version data marks LibTIFF 4.7.2+ outside the affected range for these exact CVEs.,
CVE-2026-2100,True,p11-kit,,0\.26\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: CVE affected range is p11-kit before 0.26.2; scanned 0.26.2+ is not affected.,
(CVE-2025-68114|CVE-2025-67873),True,capstone,,(?:5\.0\.(?:9|[1-9][0-9]+).*|[6-9]\..*),,,False positive: Capstone fixed these 2025 CVEs before 5.0.9; 5.0.9 and later major releases are not affected.,
(CVE-2025-62689|CVE-2025-59777),True,libmicrohttpd,,1\.0\.(?:[6-9]|[1-9][0-9]+).*,,,False positive: libmicrohttpd 1.0.6+ includes the shared upstream fix commit for these exact CVEs.,
(CVE-2025-59529|CVE-2021-26720),True,avahi,0.8,,,,False positive / version data issue: avahi findings do not map cleanly to the Nixpkgs 0.8 package; current Nixpkgs carries the relevant CVE patches or the issue is distro-specific.,
(CVE-2025-49714|CVE-2024-49050),True,python,,3\..*,,,"Incorrect package: advisory affects Microsoft VS Code Python extension, not CPython.",
CVE-2025-47436,True,orc,,0\..*,,,"Incorrect package: CVE affects Apache ORC, not Oil Runtime Compiler.",
(CVE-2025-25469|CVE-2025-25468),True,ffmpeg,,(?:8|9)\..*,,,False positive: these FFmpeg CVEs target pre-fix git snapshots; scanned 8.x/9.x release sources include the fixes.,
(CVE-2025-10911|CVE-2025-7425),True,libxslt,,1\.1\.(?:4[5-9]|[5-9][0-9]).*,,,False positive: scanner package-version data marks libxslt 1.1.45+ outside the affected range for these exact CVEs.,
(CVE-2025-6170|CVE-2025-6021|OSV-2021-777),True,libxml2,,2\.15\.(?:[3-9]|[1-9][0-9]+).*,,,False positive: libxml2 2.15.3+ is newer than the fixed upstream versions for these exact advisories.,
CVE-2025-3841,True,jam,2.6.1.tar,,,,Incorrect package: NVD record affects wix-incubator jam and not the scanned Jam build tool source.,
CVE-2025-3841,True,jam,2.6.1,,,,Incorrect package: NVD record affects wix-incubator jam and not the scanned Jam build tool source.,
(CVE-2025-0651|CVE-2023-2754|CVE-2023-1862|CVE-2023-1412|CVE-2023-0654|CVE-2023-0652|CVE-2023-0238|CVE-2022-4457|CVE-2022-4428|CVE-2022-3512|CVE-2022-3320|CVE-2022-2225),True,warp,,3\..*,,,"Incorrect package: CVEs affect Cloudflare WARP client, not the Haskell warp web framework.",
CVE-2022-2145,True,warp,,3\..*,,,"Incorrect package: CVEs affect Cloudflare WARP client, not the Haskell warp web framework.",
CVE-2024-27308,True,tokio,1.53.1,,,,False positive for this target: CVE-2024-27308 is tied to Windows named-pipe handling through mio; scanned target is x86_64-linux.,
CVE-2024-27297,True,nix,,0\..*,,,"Incorrect package: CVE-2024-27297 affects the Nix package manager 2.x, not the Rust nix crate.",
(CVE-2024-25004|CVE-2024-25003|CVE-2024-23749),True,kitty,0.48.2,,,,Incorrect package: NVD CPE is 9bis:kitty for the Windows PuTTY fork KiTTY; scanned component is the Kovid Goyal kitty terminal emulator.,
CVE-2024-21524,True,stringbuilder,,0\..*,,,"Incorrect package: CVE affects node-stringbuilder, not the Haskell stringbuilder package.",
CVE-2024-21485,True,dash,,0\..*,,,"Incorrect package: CVE affects Plotly/Python Dash components, not the dash POSIX shell.",
CVE-2024-13278,True,diff,,0\..*,,,"Incorrect package: CVE-2024-13278 affects the Drupal Diff module, not this diff package.",
CVE-2024-13278,True,Diff,,1\..*,,,"Incorrect package: CVE-2024-13278 affects the Drupal Diff module, not this Haskell Diff package.",
CVE-2024-11586,True,pulseaudio,17.0,,,,Target mismatch: NVD record is for Canonical Ubuntu pulseaudio integration and not upstream Nixpkgs PulseAudio.,
CVE-2024-9410,True,ada,,4\..*,,,"Incorrect package: CVE affects Ada.cx Sentry configuration, not the Ada URL parser package.",
(CVE-2024-8354|CVE-2024-6519|CVE-2024-6505|CVE-2023-2680|OSV-2023-390|OSV-2022-581|OSV-2021-820|CVE-2019-12067|CVE-2018-18438),True,qemu,,11\..*,,,False positive: scanner metadata marks QEMU 11.x outside the affected range for these exact CVEs; unrelated QEMU CVEs remain active.,
CVE-2024-3220,True,python3,,3\..*,,,Target-specific false positive: CVE affects Windows-specific CPython behavior; scanned target is x86_64-linux.,
(CVE-2023-52904|CVE-2023-39180|CVE-2023-39179|CVE-2023-39176|CVE-2023-6679|CVE-2023-6610|CVE-2023-6535|CVE-2023-6240|CVE-2023-6238|CVE-2023-6176|CVE-2023-4155|CVE-2023-3773),True,linux,,7\.2\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: Linux 7.2.x is at or newer than the 7.2.2 kernel verified for these scanner version-range rows.,
(CVE-2023-3772|CVE-2023-3640|CVE-2023-3397|CVE-2023-2898|CVE-2023-1076|CVE-2023-1075|CVE-2023-1074|CVE-2023-1073|CVE-2022-42895|CVE-2022-38096|CVE-2022-36402|CVE-2022-4543),True,linux,,7\.2\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: Linux 7.2.x is at or newer than the 7.2.2 kernel verified for these scanner version-range rows.,
(CVE-2022-4382|CVE-2022-3646|CVE-2022-3636|CVE-2022-3633|CVE-2022-3630|CVE-2022-3629|CVE-2022-3624|CVE-2022-3621|CVE-2022-3619|CVE-2022-3567|CVE-2022-3523|CVE-2022-3435),True,linux,,7\.2\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: Linux 7.2.x is at or newer than the 7.2.2 kernel verified for these scanner version-range rows.,
(CVE-2022-2663|CVE-2022-2327|CVE-2022-2308|CVE-2022-1247|CVE-2022-0400|CVE-2022-0286|CVE-2021-20265|CVE-2021-20194|CVE-2021-4218|CVE-2021-3864|CVE-2021-3759|CVE-2021-3714),True,linux,,7\.2\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: Linux 7.2.x is at or newer than the 7.2.2 kernel verified for these scanner version-range rows.,
(CVE-2021-3564|CVE-2020-27815|CVE-2020-16119|CVE-2020-10742|CVE-2020-8834|CVE-2020-1749|CVE-2019-14899|CVE-2019-3887|CVE-2019-3819|CVE-2019-3016|CVE-2018-14625|CVE-2018-10902),True,linux,,7\.2\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: Linux 7.2.x is at or newer than the 7.2.2 kernel verified for these scanner version-range rows.,
(CVE-2018-10882|CVE-2018-10876|CVE-2018-10840|CVE-2018-6559|CVE-2017-1000377|CVE-2017-1000255|CVE-2017-6264|CVE-2016-3699|CVE-2016-3695|CVE-2016-0774),True,linux,,7\.2\.(?:[2-9]|[1-9][0-9]+).*,,,False positive: Linux 7.2.x is at or newer than the 7.2.2 kernel verified for these scanner version-range rows.,
CVE-2023-51767,True,openssh,10.5p1,,,,Official description limits affected OpenSSH versions to 10.0 and earlier; local version is 10.5p1 (the supplier also disputes it).,
CVE-2023-51258,True,yasm,1.3.0,,,,False positive / no practical security impact: yasm parser crash or leak in CLI tooling; retained as scanner-noise suppression.,
CVE-2023-49292,True,go,,1\..*,,,"Incorrect package: CVE affects the ECIES Go library, not the Go toolchain or bootstrap toolchain.",
CVE-2023-48795,True,kitty,0.48.2,,,,Incorrect package: NVD affected products are SSH implementations including 9bis:kitty KiTTY; scanned component is the Kovid Goyal kitty terminal emulator.,
(CVE-2023-41330|CVE-2023-28115),True,snappy,1.2.2,,,,Incorrect package: CVE affects KnpLabs/knp-snappy PHP library; scanned component is Google Snappy compression library 1.2.2.,
CVE-2023-37769,True,pixman,0.46.4,,,,"False positive: CVE targets a pixman stress/test binary; the scanned pixman output contains the library and headers, not the vulnerable test binary.",
CVE-2023-31975,True,yasm,1.3.0,,,,"Memory leak in CLI tool, no security impact.",
(CVE-2023-31974|CVE-2023-31973|CVE-2023-31972|CVE-2023-30402),True,yasm,1.3.0,,,,"Crash in CLI tool, no security impact.",
(CVE-2023-28322|CVE-2023-28321|CVE-2023-28320|CVE-2023-28319|CVE-2022-43552|CVE-2022-35252|CVE-2022-32221|CVE-2022-32206|CVE-2022-27782|CVE-2022-27781|CVE-2022-27776),True,curl,,0\..*,,,Incorrect package: generic curl package-name match resolved to a non-curl-library component; scanner could not confirm a matching Repology version.,
CVE-2023-6992,True,zlib,1.3.2,,,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.,
(CVE-2023-5341|CVE-2017-5506|CVE-2016-7538|CVE-2014-9826),True,imagemagick,,7\..*,,,False positive: these advisories are fixed on old ImageMagick 6.x lines; scanned ImageMagick 7.x is newer.,
CVE-2023-4039,True,gcc,4.6.4,,,,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.,
CVE-2023-4039,True,gcc,15.3.0,,,,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.,
CVE-2023-4039,True,gcc,10.4.0,,,,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.,
(CVE-2022-47524|CVE-2022-38164|CVE-2022-38163|CVE-2022-28873|CVE-2022-28872|CVE-2022-28870|CVE-2022-28869|CVE-2022-28868|CVE-2021-44751|CVE-2021-40835|CVE-2021-40834|CVE-2021-33596),True,safe,,0\..*,,,"Incorrect package: CVEs affect F-Secure SAFE products, not the Haskell safe package.",
(CVE-2021-33595|CVE-2021-33594),True,safe,,0\..*,,,"Incorrect package: CVEs affect F-Secure SAFE products, not the Haskell safe package.",
CVE-2022-43410,True,mercurial,,7\..*,,,"Incorrect package: CVE affects the Jenkins Mercurial Plugin, not Mercurial SCM or vendored source derivations.",
CVE-2022-42969,True,py,1.11.0,,,,False positive/disputed: py.path ReDoS advisory was withdrawn/disputed; do not keep it as actionable noise.,
(CVE-2022-42012|CVE-2022-42011|CVE-2022-42010),True,dbus,1,,,,Generated config false positive: underlying D-Bus is 1.16.2 which is newer than the NVD fixed ranges for these issues.,
(CVE-2022-42012|CVE-2022-42011|CVE-2022-42010),True,dbus,,0\..*,,,"Incorrect package: scanned component is the Rust dbus crate source, not the D-Bus daemon or libdbus implementation.",
CVE-2022-40898,True,wheel,,.*-source,,,No target impact: scanned component is a fetched wheel source artifact in the build-time graph rather than a target runtime package.,
(CVE-2022-38663|CVE-2022-36884|CVE-2022-36883|CVE-2022-36882|CVE-2022-30947),True,git,2.55.0,,,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.,
CVE-2022-37416,True,libmpeg2,,0\..*,,,"Incorrect package: CVE affects Ittiam Android libmpeg2, not the libmpeg2 MPEG decoder package.",
CVE-2022-36073,True,rubygems,,3\.7\..*,,,False positive: affected RubyGems versions are older than the scanned 3.7.x package.,
(CVE-2022-29048|CVE-2022-29046|CVE-2021-21698),True,subversion,,1\..*,,,"Incorrect package: CVEs affect Jenkins Subversion Plugin, not Apache Subversion.",
CVE-2022-26691,True,cups,2.4.19,,,,Target-specific false positive: CVE is an Apple macOS privilege issue; scanned CUPS component is in an x86_64-linux target.,
CVE-2022-26635,True,memcached,,1\..*,,,"Incorrect package: CVE affects PHP-Memcached, not the memcached server.",
(CVE-2022-24394|CVE-2022-24393|CVE-2022-24392|CVE-2022-24391|CVE-2022-24390|CVE-2022-24389|CVE-2022-24388|CVE-2022-0997|CVE-2022-0486|CVE-2021-35050|CVE-2021-35049|CVE-2021-35048),True,network,,3\..*,,,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package.",
CVE-2021-35047,True,network,,3\..*,,,"Incorrect package: CVEs affect Fidelis Network appliances, not the Haskell network package.",
CVE-2022-3219,True,gnupg,2.4.9,,,,False positive: Nixpkgs GnuPG/FreePG patch set includes the compressed-signature rejection fix for CVE-2022-3219.,
(CVE-2022-3064|CVE-2021-4235),True,yaml,,0\..*,,,"Incorrect package: CVEs affect Go yaml packages, not the Haskell yaml package.",
(OSV-2022-896|OSV-2021-508|OSV-2020-1420|OSV-2020-862),True,libsass,3.6.6,,,,Build-time-only dependency: libsass is pulled via sassc while building GTK/libadwaita in the derivation graph; runtime GTK/libadwaita outputs do not reference libsass.,
CVE-2021-43138,True,async,,2\..*,,,"Incorrect package: CVE affects the npm async package, not the Haskell async package.",
